WB1M,WB1Y,WB2,WB3,WB4,WB5,WB7,WAGE,WB8,MT6,MT9,MT10,MT13A,MT13B,MT13C,MT13D,MT13E,MT13X,CM1,CM5A,CM5B,CM6,CM7A,CM7B,CM8,CM9A,CM9B,CM10,CM12M,DB1,DB2,MN20,MN24,CP1,CP2,CP2A,CP5,DV1A,DV1B,DV1C,DV1D,DV1E,DV1F,DV1G,DV1H,DV1I,MA1,MA5,MA6,MA8M,MA8Y,MA9,SB1,SB14,SB15,HA1,HA2,HA3,HA4,HA5,HA6,HA7,HA8A,HA8B,HA8C,HA8BB,HA9,HA9A,HA10,HA11,HA12,HA12A,HA12B,HA12C,HA12D,HH7,WAGEM,MSTATUS,CEB,CSURV,CDEAD,wmweight,welevel,wscore,windex5
4,1999,15,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,No,Yes,Yes,No,No,No,,Shiselweni,,Never married/in union,0,0,0,.7036052866921247,Secondary,-.3407946370659438,Middle
9,1997,17,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.7036052866921247,Secondary,-1.151345468215004,Poorest
2,1999,15,Yes,Primary,3,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.7036052866921247,Primary,-.3690355568438113,Second
4,1995,19,Yes,High,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,No,No,Yes,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Shiselweni,,Never married/in union,0,0,0,.3310958130034847,Higher,-.8414374775142597,Second
3,1996,18,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,Yes,No,No,No,No,Yes,DK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,No,Shiselweni,,Never married/in union,0,0,0,.3310958130034847,Secondary,-2.076834692532075,Poorest
1,1995,19,Yes,Primary,7,Able to read whole sentence,15-19,Christianity,No,Yes,Yes,A, ,C, , , ,Yes,0,1,No,,,No,,,1,1,,,,,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,1,1,0,.3310958130034847,Primary,-.0294598621797593,Middle
10,1994,19,Yes,Primary,3,Cannot read at all,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,1,Yes,,Average,Yes,No,Yes,,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"No, not in union",No,,,,,14,,1,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Shiselweni,,Never married/in union,1,1,0,.6110256437063188,Primary,-.5579956055359554,Second
10,1994,19,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,6,,,,,No,Yes,,,Yes,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,15,,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Shiselweni,,Never married/in union,1,1,0,.6110256437063188,Primary,-1.7226717032776,Poorest
3,1999,15,Yes,Primary,7,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Shiselweni,,Never married/in union,0,0,0,.6110256437063188,Primary,1.410566199434002,Richest
7,1999,15,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,Shiselweni,,Never married/in union,0,0,0,1.073877568813855,Primary,-.3112993221991431,Middle
11,1995,18,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,DK,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,Shiselweni,,Never married/in union,0,0,0,1.073877568813855,Secondary,-.3119308013798437,Middle
10,1994,19,Yes,Tertiary,1,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,Yes,DK,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.1046996541334024,Tertiary,.1581896498138364,Middle
3,1998,16,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.455169277405052,Secondary,1.38258886959481,Richest
4,1998,16,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,No,Shiselweni,,Never married/in union,0,0,0,.455169277405052,Higher,1.624024260696263,Richest
3,1995,19,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.455169277405052,Higher,1.300486924376328,Richest
12,1998,15,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,DK,DK,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.455169277405052,Secondary,1.423176243081114,Richest
8,1999,15,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,No,No,No,Yes,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.455169277405052,Secondary,-.5499348526636633,Second
10,1998,15,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.4376265130319857,Secondary,.6798322246722436,Fourth
6,1995,19,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,Yes,1,0,Yes,0,1,No,,,2,1,No,Later,Larger than average,Yes,No,Yes,,,No,No,No,No,No,No,No,No,No,"Yes, living with a man",,,4,2012,,14,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Shiselweni,16,Currently married/in union,2,2,0,.3192357638403946,Secondary,-.2056659438847711,Middle
5,1997,17,Yes,High,0,,15-19,Christianity,Yes,Yes,No, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.3192357638403946,Higher,1.589904239078599,Richest
4,1999,15,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes, , , , , ,X,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.3192357638403946,Secondary,1.589904239078599,Richest
4,1998,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,Yes,Yes,No, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.3192357638403946,Primary,1.264351479897794,Richest
5,1999,15,Yes,Primary,7,Able to read whole sentence,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,Yes,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.2656262910394616,Primary,.5362366172200825,Fourth
8,1997,17,Yes,Primary,7,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,,,Yes,1,0,No,,,1,9,No,No more,Average,Yes,No,Yes,,,No,Yes,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,1,1,0,.2656262910394616,Primary,.0178105444013282,Middle
7,1996,18,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,DK,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,Shiselweni,,Never married/in union,0,0,0,.2656262910394616,Secondary,.6932103754805319,Fourth
12,1997,16,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,DK,Yes,No,No,No,Yes,DK,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.2656262910394616,Secondary,.6932103754805319,Fourth
4,1996,18,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,Yes,No,Yes,No,No,Yes,Yes,Yes,No,"No, not in union",No,,,,,16,,1,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.2656262910394616,Secondary,.4623910099251505,Fourth
3,1998,16,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,Missing,,Yes,Yes,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.2656262910394616,Secondary,.4623910099251505,Fourth
7,1996,18,Yes,Secondary,1,,15-19,Christianity,No,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,"Yes, currently pregnant",,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.2656262910394616,Secondary,.4748858603989776,Fourth
1,1995,19,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes,A, ,C, ,E, ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.4835760683026096,Higher,1.75462002863537,Richest
3,1995,19,Yes,High,2,,15-19,Christianity,Yes,No,, , , , , , ,Yes,0,1,No,,,No,,,1,9,No,Later,Larger than average,Yes,No,No,Yes,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,1,1,0,.4746777777056707,Higher,.4348145250697015,Fourth
3,1995,19,Yes,Primary,4,Able to read only parts of sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,Yes,Yes,Yes,No,No,Yes,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,Shiselweni,,Never married/in union,0,0,0,.4746777777056707,Primary,1.187676622307638,Richest
9,1996,18,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,17,,3,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.3929055554958703,Secondary,-.143911014838327,Middle
7,1998,16,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.3929055554958703,Higher,.7195707760413311,Fourth
3,1998,16,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.3929055554958703,Higher,.7195707760413311,Fourth
2,1998,16,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.3929055554958703,Higher,1.023773868514865,Richest
12,1994,19,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,Yes,0,1,No,,,No,,,1,8,No,Later,Smaller than average,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,1,1,0,.663573827059692,Higher,-.2358681735051141,Middle
5,1996,18,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"Yes, living with a man",,,12,2013,,15,,2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,,Shiselweni,17,Currently married/in union,0,0,0,.3138728288156665,Secondary,.0055737744913954,Middle
6,1998,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,8,No,Later,Very small,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,16,,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,1,1,0,.3138728288156665,Primary,-.7127680239346187,Second
11,1996,17,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes,A, ,C, ,E, ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.3138728288156665,Higher,1.572529929788985,Richest
11,1997,16,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,Yes,No,No,Yes,No,Yes,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.4365617283287447,Higher,1.666017638160941,Richest
1,1996,18,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.4365617283287447,Secondary,1.666017638160941,Richest
2,1997,17,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes,A, ,C, ,E, ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.4365617283287447,Higher,1.631646650329559,Richest
11,1994,19,Yes,Secondary,3,,15-19,Christianity,No,No,, , , , , , ,Yes,,,No,,,Yes,0,1,1,2,No,Later,Average,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Shiselweni,,Never married/in union,1,0,1,.4365617283287447,Secondary,1.631646650329559,Richest
8,1995,19,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes,A, , , ,E, ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.4365617283287447,Higher,1.753283929309853,Richest
9,1996,18,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes, , ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,No,,Shiselweni,,Never married/in union,0,0,0,.4365617283287447,Higher,1.550595791906098,Richest
1,1995,19,Yes,Primary,7,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,11,,,,,"Yes, currently pregnant",,Yes,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,15,,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,1,1,0,.6212609210832137,Primary,-1.155893309953179,Poorest
4,1999,15,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.6212609210832137,Primary,-1.155893309953179,Poorest
9,1998,16,Yes,Primary,3,Cannot read at all,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,Yes,No,No,No,No,Yes,No,No,"No, not in union","Yes, formerly lived with a man",Separated,2,2014,,14,,4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Shiselweni,15,Formerly married/in union,0,0,0,.6212609210832137,Primary,-1.299056087874532,Poorest
10,1997,17,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.6212609210832137,Higher,-.1909466834214691,Middle
6,1996,18,Yes,Secondary,1,,15-19,Christianity,No,Yes,Yes, , , , ,E, ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.3047022675274096,Secondary,-.4042857650436703,Second
6,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,DK,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.7112945401218344,Secondary,1.223556540480676,Richest
11,1998,15,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,Yes,No,No,No,No,Yes,No,No,"Yes, living with a man",,,5,2014,,First time when started living with partner,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,DK,DK,Yes,Yes,Yes,No,No,Yes,No,No,Yes,DK / Not sure / Depends,Shiselweni,15,Currently married/in union,0,0,0,.7112945401218344,Secondary,.3663354407121142,Fourth
7,1996,18,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.7112945401218344,Secondary,1.646470117363891,Richest
10,1996,17,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes, , ,C, ,E,X,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,16,,1,Yes,Yes,DK,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.7255929519012537,Secondary,.4055578722216226,Fourth
7,1997,17,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,16,,2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.7255929519012537,Secondary,.02264276358419,Middle
3,1996,18,Yes,Secondary,1,,15-19,Traditionalist,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,7,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,14,,1,Yes,Yes,No,Yes,DK,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,1,1,0,.9266608783317215,Secondary,.4034669671134993,Fourth
3,1997,17,Yes,Primary,1,Missing,15-19,Traditionalist,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,Yes,Yes,No,No,No,,Shiselweni,,Never married/in union,0,0,0,.9266608783317215,Primary,.4034669671134993,Fourth
